class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Down,0.676205456,0.750999451,-0.328577459,0.997975647,0.676477611,0.742822349,-0.335903406,0.997939348,0.678865314,0.741139352,-0.335879475,0.997995257,0.681241691,0.739376724,-0.33603543,0.998168588,0.666679859,0.742044091,-0.336369604,0.996297419,0.666320026,0.742403209,-0.336379081,0.995547473,0.665752351,0.74251312,-0.336350203,0.996017873,0.685235977,0.734661937,-0.298552454,0.998555005,0.666334808,0.74107182,-0.297616899,0.996545792,0.679643333,0.749082983,-0.306910783,0.997461021,0.671847999,0.749925733,-0.306986332,0.997084618,0.709769726,0.724886894,-0.205061883,0.999614775,0.658284009,0.754798412,-0.219122648,0.998817801,0.749997258,0.722462654,-0.160165146,0.911873043,0.652172863,0.788998127,-0.099813856,0.744679689,0.78752774,0.724114954,-0.142358363,0.836866677,0.663110852,0.810040474,0.014668042,0.712497652,0.80216074,0.71914047,-0.143885151,0.730394602,0.658033073,0.816557527,0.031693626,0.631042242,0.798773468,0.724178314,-0.158818528,0.74858129,0.664913476,0.822654843,0.018480171,0.653158665,0.792185128,0.727629781,-0.148807749,0.723287106,0.667088687,0.818279147,0.014308424,0.64738363,0.704595268,0.796083748,-0.004856295,0.997095227,0.674331009,0.813309252,0.004980131,0.994751573,0.755391955,0.818502128,-0.03908376,0.695275545,0.67181623,0.859573901,0.00355012,0.669510305,0.804503918,0.836186469,-0.019841837,0.637804031,0.714768708,0.870996535,0.082305379,0.563806713,0.811633468,0.83898437,-0.018886596,0.594370484,0.721790314,0.867023408,0.090376802,0.479097903,0.817022741,0.840023398,-0.073421359,0.64736414,0.733268142,0.883494914,0.050792564,0.582192123
Down,0.669691384,0.73920393,-0.293953896,0.998313308,0.670752883,0.73237896,-0.289346129,0.998300135,0.67394799,0.731505036,-0.289330989,0.998336315,0.677542686,0.734536588,-0.289492935,0.998489141,0.664704382,0.732282281,-0.293953508,0.996946037,0.664227664,0.731639743,-0.293999851,0.99629128,0.663644433,0.731009185,-0.294032127,0.996702194,0.681233585,0.722463012,-0.271630764,0.998790324,0.666162133,0.725706398,-0.247035488,0.997134924,0.678536892,0.741007388,-0.265470177,0.997902751,0.672843814,0.740667999,-0.26322341,0.997555554,0.720930457,0.720536351,-0.19642365,0.999673963,0.661547065,0.73767215,-0.188942075,0.999001443,0.751379609,0.731914222,-0.14842698,0.904301405,0.657172203,0.762987554,-0.09480457,0.659821153,0.774721444,0.740484059,-0.102520704,0.821830511,0.664682388,0.803218842,-0.016390562,0.627751112,0.784622967,0.738571286,-0.099973723,0.718697131,0.658245146,0.808190346,-0.00775488,0.553754866,0.78202188,0.741009176,-0.112198114,0.741884828,0.663710475,0.810537636,-0.017439691,0.577453196,0.777062237,0.742238045,-0.10655266,0.7179268,0.667065084,0.810580552,-0.017808357,0.57663244,0.717810929,0.780043542,-0.003273254,0.997567475,0.684687257,0.79101944,0.00329727,0.995526373,0.756815434,0.774025142,0.035864938,0.653956294,0.678256571,0.817508578,0.060040835,0.596838951,0.797862649,0.792344987,0.106621213,0.607232392,0.677383006,0.836776793,0.20005165,0.48054719,0.801863849,0.796702325,0.113542877,0.542369187,0.682059646,0.835239112,0.214570642,0.40695104,0.815015912,0.795528531,0.07761354,0.617878437,0.674737453,0.855044305,0.195315927,0.502883673
Down,0.664650142,0.716763079,-0.306995928,0.998604536,0.667059541,0.711027503,-0.316338241,0.99858892,0.668783724,0.709163189,-0.316328138,0.998617589,0.674227595,0.710748315,-0.316439301,0.998745918,0.663210988,0.710759997,-0.311473519,0.997476637,0.662450254,0.710164189,-0.311470896,0.996907115,0.661921918,0.709720612,-0.311433226,0.99723208,0.679395139,0.702275276,-0.302182376,0.99899298,0.664632738,0.705026329,-0.276336551,0.997613788,0.672073066,0.715470195,-0.295339108,0.998263597,0.668129921,0.717664778,-0.28796649,0.997932673,0.719573796,0.700035632,-0.220263034,0.999733984,0.661731184,0.71237725,-0.202342764,0.999176979,0.758912385,0.707785785,-0.191547245,0.916283846,0.66165489,0.742930949,-0.097607039,0.57414335,0.798603237,0.706973374,-0.18826279,0.840001345,0.672563434,0.763376653,-0.017984789,0.560952485,0.809858859,0.70813477,-0.192412376,0.744655848,0.673300326,0.768165648,-0.00141045,0.499166161,0.810756743,0.710451663,-0.207024023,0.768983126,0.674614131,0.768291116,-0.0159877,0.523542225,0.804565132,0.713053524,-0.194405824,0.748915434,0.676163495,0.766213715,-0.02018778,0.528157771,0.71711576,0.741163075,-0.006506654,0.998025894,0.684961021,0.750228524,0.006625366,0.996367276,0.766679883,0.748237669,-0.043284442,0.686420441,0.661772132,0.771276116,0.004826281,0.591663301,0.814002991,0.767366946,-0.00513345,0.655972302,0.6639328,0.803901494,0.144769803,0.454693407,0.81896764,0.771337152,-0.001709341,0.574634731,0.665296733,0.812184691,0.157755941,0.399989992,0.833102822,0.771043003,-0.04931457,0.663019896,0.648558259,0.823135853,0.132548407,0.486064881
Down,0.662618339,0.704455793,-0.309337914,0.998785794,0.66639936,0.700336874,-0.317957252,0.998599052,0.669583917,0.699759305,-0.317952186,0.998606682,0.670766771,0.699053466,-0.318046123,0.998681724,0.66323024,0.699982226,-0.310608655,0.997769475,0.66259867,0.699219227,-0.310651213,0.99724561,0.662052274,0.69836843,-0.310696065,0.997526944,0.682955265,0.687544346,-0.301950663,0.998871446,0.664676666,0.694032371,-0.265418947,0.997799814,0.670851707,0.704703987,-0.298243761,0.998416662,0.667145669,0.705764413,-0.287805259,0.998103261,0.716947973,0.680811822,-0.223297283,0.999749899,0.660188198,0.708358169,-0.201277584,0.999328971,0.748389721,0.684879959,-0.182324275,0.919356942,0.660136402,0.742658496,-0.176339313,0.603143871,0.776281476,0.695809424,-0.150788113,0.829555571,0.662365258,0.789270997,-0.195648283,0.616330087,0.787516057,0.695349276,-0.149199292,0.731967151,0.655013919,0.798429489,-0.199912906,0.551282823,0.786798,0.698406339,-0.166280717,0.761578977,0.658278286,0.801216781,-0.219444826,0.576905727,0.781937957,0.700611532,-0.155738667,0.747757912,0.662641943,0.798837304,-0.203327388,0.583438039,0.718236148,0.707611084,-0.006028056,0.998383224,0.688028395,0.727593601,0.005970559,0.997050345,0.767861843,0.698308885,-0.041631509,0.713259578,0.689954102,0.766692221,0.004456008,0.640484035,0.820828259,0.706014276,0.002959754,0.689798534,0.676977277,0.792982221,0.10112793,0.514828861,0.826515377,0.711556435,0.006182573,0.599875748,0.674590945,0.796339571,0.110344134,0.450187922,0.841995835,0.701795518,-0.047321137,0.690096796,0.657446921,0.804971874,0.082589246,0.536709309
Up,0.667985439,0.698520958,-0.316933721,0.998882771,0.671099484,0.692960322,-0.326429397,0.998722851,0.673149765,0.692254245,-0.32647875,0.99868834,0.674581885,0.690893948,-0.326588303,0.998799145,0.66731596,0.692539275,-0.317220688,0.99802196,0.665869117,0.691545784,-0.317289859,0.997460425,0.665103137,0.690620363,-0.31736201,0.997778177,0.688221037,0.679878235,-0.31773442,0.998928607,0.667832971,0.690772474,-0.273364961,0.997985303,0.674742758,0.698768675,-0.308806688,0.998601139,0.671177983,0.699120879,-0.29600805,0.998341024,0.728033483,0.668899059,-0.242610127,0.999772847,0.664306223,0.69944936,-0.214364514,0.999432683,0.777293622,0.680902302,-0.231724009,0.927639723,0.663181126,0.739959717,-0.199539408,0.639839053,0.812822998,0.699465871,-0.24803181,0.84490186,0.667640388,0.797005355,-0.227379009,0.671573818,0.826057076,0.697477162,-0.26296562,0.748762131,0.65710336,0.807246149,-0.237795308,0.605326951,0.822891414,0.700107515,-0.277266592,0.779771984,0.662342131,0.809936643,-0.255719125,0.631261051,0.816750944,0.703144848,-0.254071385,0.76393491,0.668532491,0.806191504,-0.235369533,0.640084803,0.733624339,0.701846898,-0.004664835,0.998634636,0.69995147,0.717254102,0.004605573,0.997567296,0.787176549,0.710163057,0.092042483,0.680434346,0.706861675,0.74290657,0.107225403,0.615349054,0.818894446,0.717770994,0.227470592,0.654797912,0.710942388,0.766268611,0.23900412,0.519968569,0.823834956,0.719249368,0.239878103,0.55981946,0.714891016,0.767407238,0.252235234,0.44108811,0.83877176,0.724330544,0.207077056,0.644037426,0.708061814,0.783347785,0.222621992,0.535003901
Up,0.690277219,0.690153778,-0.347086251,0.99859035,0.687616765,0.68450731,-0.361611426,0.998624563,0.689166903,0.683320463,-0.361593544,0.998343825,0.690901577,0.681867242,-0.361711711,0.998695552,0.683404326,0.685711384,-0.345837325,0.997750044,0.682302654,0.685242593,-0.345876366,0.996924281,0.681193233,0.68470192,-0.345963925,0.997880161,0.696712852,0.67066139,-0.362469852,0.998729944,0.683788419,0.675490081,-0.290325344,0.998029828,0.69963944,0.688325524,-0.341691077,0.998933017,0.694779813,0.68984282,-0.32088539,0.998552859,0.748925567,0.645127892,-0.28805545,0.999693274,0.686319351,0.684567869,-0.243344679,0.999586105,0.798478544,0.665951729,-0.256454676,0.963015676,0.674901187,0.736552238,-0.246575966,0.857540905,0.822119355,0.694352031,-0.23208341,0.89388907,0.668706477,0.8017869,-0.297886223,0.858317971,0.832629323,0.697293818,-0.241050258,0.783972263,0.656078219,0.811948359,-0.317596287,0.786585748,0.826159656,0.700319409,-0.252394229,0.820918977,0.659810364,0.812778652,-0.337311834,0.811395526,0.821799874,0.701700807,-0.23589097,0.789675593,0.666731715,0.809464276,-0.308589041,0.818332553,0.78307122,0.7048406,-0.015654951,0.997813165,0.749551892,0.72137785,0.015553967,0.996720195,0.802493095,0.742762923,0.127805516,0.565833628,0.766623497,0.756907105,0.181294888,0.389274091,0.808876216,0.75488025,0.349967152,0.308475882,0.792273164,0.769106567,0.37646085,0.246269733,0.812367618,0.750318468,0.372311085,0.266258419,0.796575606,0.766750515,0.396577388,0.203258857,0.812158287,0.771737456,0.343795061,0.313535362,0.80189836,0.787204862,0.363009721,0.269175231
Up,0.689285755,0.690222919,-0.336426586,0.998820543,0.686517715,0.685019135,-0.350472122,0.998839974,0.688163817,0.683860898,-0.350432605,0.99858892,0.689830959,0.682653844,-0.350579023,0.998892963,0.682742298,0.685785711,-0.329060882,0.998099029,0.681573331,0.685281456,-0.329123735,0.997397244,0.68034023,0.684747577,-0.329198152,0.998211741,0.69619751,0.671706855,-0.357191294,0.998918653,0.684322774,0.674625456,-0.263257504,0.998339415,0.698069215,0.688675582,-0.332642406,0.999117434,0.694117606,0.689769924,-0.303960592,0.998793304,0.748675823,0.65083164,-0.279090047,0.999740541,0.686435997,0.679448903,-0.204134345,0.999653399,0.798850417,0.670440197,-0.257761568,0.968261957,0.674496293,0.732525826,-0.206299141,0.880546749,0.82168138,0.700708807,-0.235801205,0.901927292,0.668438256,0.800451875,-0.263242245,0.877098978,0.83406359,0.70172441,-0.24527733,0.796108127,0.655780017,0.810276687,-0.275463551,0.808266342,0.825702727,0.707099378,-0.26276803,0.830863595,0.658767343,0.811901391,-0.294266671,0.832241058,0.822653115,0.707504928,-0.241581663,0.800030768,0.666336358,0.80854255,-0.270220429,0.838338673,0.787397325,0.712704599,-0.035654984,0.998156607,0.750994563,0.72022599,0.035645653,0.997272015,0.756156027,0.753837228,-0.046958741,0.610109866,0.718923032,0.741267562,0.040423807,0.386730582,0.780707419,0.776693642,0.196624786,0.307100534,0.758262992,0.778163373,0.187317207,0.249117091,0.789156735,0.776104808,0.229011551,0.277359009,0.769817889,0.784334481,0.20282945,0.207441702,0.772076786,0.797266543,0.224433064,0.319440395,0.745262742,0.805224538,0.187725469,0.278265715
Up,0.686178684,0.692493439,-0.358098596,0.998889565,0.683602393,0.686581254,-0.373272121,0.998960137,0.685298979,0.685202599,-0.373239368,0.998736262,0.686964929,0.683863282,-0.373362541,0.998998761,0.679856777,0.686846137,-0.356570989,0.998286068,0.678880632,0.686142862,-0.356638163,0.99768275,0.677867591,0.685073555,-0.356737226,0.998428702,0.695360482,0.672441423,-0.372891188,0.999056816,0.683170915,0.675195217,-0.298343241,0.998555362,0.696802557,0.689971447,-0.351585776,0.999184191,0.693032801,0.690922379,-0.33020547,0.998887241,0.747261703,0.656358123,-0.300050944,0.999723375,0.684986532,0.680110633,-0.247196749,0.999700665,0.795485616,0.685746014,-0.265098095,0.964834988,0.67209655,0.730577111,-0.229871064,0.892151892,0.786695957,0.717963159,-0.229996487,0.86717999,0.668394864,0.800295353,-0.276199251,0.882222772,0.784658313,0.724569738,-0.240852505,0.736792803,0.655817091,0.810013711,-0.296424776,0.805850565,0.778563201,0.723747194,-0.244831309,0.769094884,0.658940971,0.811422408,-0.314519376,0.832655907,0.77849251,0.722359359,-0.231336445,0.729797781,0.666198313,0.808543563,-0.286423236,0.837354779,0.782909393,0.713587701,-0.026080007,0.998148203,0.750979424,0.721468985,0.025961721,0.99727267,0.796791196,0.731537461,0.16002728,0.57760781,0.765042603,0.742677689,0.218874693,0.342596084,0.812854886,0.730614841,0.38397032,0.279568195,0.793585777,0.741863608,0.421899498,0.221961871,0.818427503,0.728573442,0.407076925,0.262106568,0.798417628,0.738593996,0.443220168,0.18840836,0.809174359,0.739383876,0.384882152,0.302292883,0.800890565,0.752424836,0.419153214,0.2552903
Up,0.674609482,0.702577412,-0.401528925,0.99891901,0.674536765,0.695775151,-0.4169254,0.999098778,0.67650497,0.695226192,-0.416898072,0.998916328,0.679204047,0.693602264,-0.417032152,0.999130487,0.670289874,0.696183145,-0.399646252,0.998442769,0.669796824,0.695414722,-0.399708509,0.997909665,0.668846786,0.694339454,-0.399738461,0.998577476,0.687096655,0.684148192,-0.40949288,0.999211192,0.673267066,0.687396705,-0.33286342,0.998668432,0.68508637,0.702315152,-0.391684979,0.999190629,0.679157197,0.702989936,-0.36976096,0.998856127,0.735852778,0.660194099,-0.331306219,0.999745309,0.670196474,0.700620592,-0.262570411,0.999742925,0.786930025,0.677520573,-0.296762526,0.968763173,0.660842896,0.746885598,-0.224875674,0.897449374,0.81080097,0.71243763,-0.285090178,0.879886448,0.667796731,0.80212307,-0.282155871,0.89385283,0.819112957,0.712305605,-0.305028349,0.734317899,0.655700266,0.81095612,-0.305989742,0.811961234,0.814459622,0.715743721,-0.315814078,0.765747726,0.65878582,0.811637998,-0.328470051,0.84256649,0.810136855,0.718572199,-0.289573848,0.721130252,0.665416837,0.809047818,-0.294472188,0.846051633,0.772638023,0.708210528,-0.024541792,0.998034835,0.743921757,0.730027676,0.024403244,0.997256458,0.79916656,0.712895274,0.212335631,0.507524788,0.769604325,0.739578426,0.256116182,0.283496767,0.819860101,0.710664451,0.449311674,0.263094932,0.796766579,0.734517157,0.502074838,0.186048612,0.823992789,0.706457496,0.472529739,0.244633228,0.800563157,0.728258669,0.52739495,0.164718643,0.82940942,0.722639441,0.42731455,0.310771078,0.807935238,0.751106739,0.490024477,0.241540313
Up,0.671752572,0.714178562,-0.390215188,0.999038935,0.67289263,0.706557751,-0.406927556,0.999225557,0.675247252,0.705628753,-0.406883657,0.999073267,0.678864002,0.704097807,-0.406989515,0.999255478,0.667247117,0.706867397,-0.391594619,0.998632789,0.666590035,0.706065476,-0.391663641,0.99817282,0.665873408,0.705250084,-0.391700804,0.998746693,0.686555266,0.696582735,-0.401845187,0.999332666,0.66971463,0.699247241,-0.335365146,0.998798668,0.680524528,0.714369774,-0.380971521,0.999263704,0.674405217,0.715619266,-0.361832917,0.998934984,0.7285133,0.67511797,-0.32544294,0.999766648,0.662195742,0.711862147,-0.26106599,0.999773383,0.77393204,0.696517289,-0.265494049,0.970032156,0.655899346,0.754345775,-0.207416564,0.882982969,0.799790382,0.718158126,-0.227518529,0.882782161,0.666611135,0.802374423,-0.250108182,0.883740425,0.808175147,0.718532085,-0.236278161,0.732395113,0.654745221,0.810606658,-0.267245859,0.794670045,0.806456208,0.717866004,-0.252706498,0.763517916,0.657815635,0.810513794,-0.28676337,0.830637515,0.801385522,0.720587611,-0.232798964,0.720358372,0.664027154,0.808530688,-0.261112541,0.835173965,0.76208967,0.714860559,-0.021348057,0.998220623,0.731405437,0.737243474,0.02118835,0.997579277,0.798816025,0.715094268,0.177619264,0.467685759,0.758134067,0.754939556,0.224246353,0.258199245,0.815116823,0.735242844,0.406262428,0.25265795,0.791187108,0.770541549,0.441535324,0.175254747,0.814551711,0.733789802,0.429157913,0.23676984,0.798442245,0.768586636,0.464024752,0.161422044,0.82515204,0.752681255,0.399232864,0.30942744,0.796586454,0.795148432,0.437303364,0.241521448
Up,0.681556046,0.721990049,-0.4177818,0.999159276,0.679206789,0.715406418,-0.421561241,0.999308646,0.680839837,0.713916779,-0.421556532,0.999182582,0.683780134,0.709312797,-0.421694547,0.999340832,0.673853397,0.717958808,-0.418564707,0.998769701,0.671522498,0.71922338,-0.418644249,0.998338819,0.669260979,0.720544815,-0.418662369,0.998836696,0.683819592,0.701085627,-0.365689039,0.999404848,0.669572234,0.714047849,-0.354667097,0.998806238,0.684035242,0.720778883,-0.38979581,0.999302149,0.675356567,0.72402817,-0.386716038,0.999017298,0.714415073,0.692542195,-0.287116945,0.999764502,0.657903373,0.730021179,-0.224153921,0.999783516,0.743522584,0.719508588,-0.276773691,0.970004678,0.657005906,0.757943571,-0.112921663,0.845570803,0.791515291,0.737803936,-0.311085254,0.891073585,0.665067554,0.801905453,-0.047805805,0.862452149,0.807592988,0.728766739,-0.325586408,0.757994652,0.654783785,0.809784293,-0.037719809,0.783831,0.806335628,0.735374153,-0.343084663,0.785690844,0.657506764,0.810259998,-0.057893369,0.818768442,0.798797011,0.740562797,-0.318880051,0.742489398,0.662927091,0.808150291,-0.053367428,0.818784654,0.732581675,0.720462203,-0.011649686,0.998509347,0.708431065,0.741078377,0.011700411,0.998008668,0.792456448,0.719009101,-0.03394169,0.465258509,0.742836177,0.764032245,-0.050975796,0.323275685,0.820678174,0.729656279,0.141665369,0.287115604,0.796892524,0.780101895,0.126103118,0.247874305,0.820557296,0.73075825,0.157430425,0.276977956,0.802738547,0.778545916,0.143364504,0.223333389,0.841268122,0.736525118,0.102216765,0.343933254,0.817765534,0.79488188,0.083714366,0.305774212
Up,0.677033901,0.736044586,-0.365886599,0.998748302,0.677542865,0.729526997,-0.368953675,0.99861449,0.679633737,0.726889968,-0.36891827,0.998573363,0.680885017,0.720857143,-0.369005829,0.998669863,0.671484172,0.732551873,-0.367996603,0.998154879,0.668898284,0.732366681,-0.368114144,0.997572541,0.666817784,0.73279804,-0.368201524,0.998136818,0.680811882,0.713077009,-0.328107566,0.998893917,0.665178418,0.728980243,-0.322426558,0.998498201,0.681464851,0.7340765,-0.339460343,0.998481989,0.674735963,0.737786949,-0.340081453,0.998549223,0.700980306,0.706258237,-0.25118351,0.999467552,0.656638265,0.740315259,-0.2129412,0.999801219,0.723670661,0.738260627,-0.209531561,0.935248494,0.657702446,0.766233921,-0.116786592,0.835716546,0.711939037,0.769320369,-0.184649631,0.845293403,0.664173067,0.801999986,-0.07831496,0.863776267,0.710668087,0.777109206,-0.185866028,0.717355072,0.655242324,0.809006631,-0.072198644,0.791364968,0.705062389,0.774240494,-0.189221337,0.742788315,0.657497585,0.809720993,-0.085616849,0.824202418,0.703739345,0.771454692,-0.183610171,0.701945245,0.662409604,0.807666302,-0.081969574,0.823518097,0.715266883,0.726407707,-0.003772432,0.998600364,0.696794868,0.754603088,0.003795261,0.998330176,0.772174716,0.71980679,-0.063103147,0.514315188,0.737149179,0.78180182,-0.120936334,0.421998918,0.817603528,0.729731977,-0.000852258,0.386540353,0.799975991,0.795195103,-0.026076641,0.352798492,0.82060957,0.73475188,0.00247484,0.358296484,0.807154179,0.792529047,-0.018993121,0.293821692,0.836176753,0.732457757,-0.060805939,0.432172507,0.821507037,0.807147443,-0.085854463,0.395192832
Down,0.672815979,0.758934081,-0.309012622,0.999035597,0.672401786,0.750324667,-0.317083359,0.99891752,0.67391175,0.748272479,-0.317051172,0.998891473,0.675378859,0.746254563,-0.317137271,0.99896282,0.665088296,0.754000485,-0.310688466,0.998519301,0.662865222,0.752872586,-0.310766429,0.99805969,0.660639107,0.75216049,-0.310802609,0.9984954,0.675890088,0.736251831,-0.284564614,0.999137342,0.659796357,0.75044167,-0.258253366,0.998824239,0.678445399,0.755534351,-0.290038109,0.99882865,0.667992294,0.760403097,-0.282562852,0.998887718,0.697621942,0.723037601,-0.209615394,0.999574542,0.65550369,0.75774008,-0.171099767,0.999838829,0.736088574,0.737242699,-0.185243294,0.935525179,0.65978843,0.791840374,-0.108545952,0.820518911,0.769783616,0.75267607,-0.204493031,0.849184096,0.660874903,0.804072797,-0.123859368,0.861667037,0.781710982,0.752792358,-0.212398216,0.730679572,0.656923354,0.806340575,-0.126579478,0.791927695,0.779806554,0.75504446,-0.225716725,0.753792822,0.657367885,0.805818737,-0.133158565,0.82294637,0.773605704,0.756514907,-0.209170207,0.713843703,0.660894394,0.804228187,-0.125592068,0.818353891,0.730985105,0.749998629,-0.006251038,0.998873115,0.70877105,0.776553094,0.006461758,0.998748779,0.773537993,0.751754284,-0.110605292,0.596597731,0.734380722,0.802703083,-0.165701732,0.559307039,0.812128723,0.765872657,0.000143924,0.51738447,0.796799242,0.813914418,-0.054568943,0.497754961,0.814553916,0.768031538,0.008653068,0.476262182,0.802684128,0.810901582,-0.045334022,0.422349364,0.835153937,0.769184589,-0.05211943,0.548502624,0.819908559,0.826032639,-0.113161452,0.522340536
Down,0.671388566,0.764128387,-0.159769684,0.987229884,0.673411191,0.755488813,-0.157878146,0.984202206,0.676158786,0.754774928,-0.157926843,0.982117712,0.679132998,0.753962219,-0.158027694,0.985855222,0.667250156,0.755882859,-0.157078519,0.983029127,0.665885866,0.755812943,-0.157115221,0.978204608,0.665362239,0.75531894,-0.157215223,0.983106852,0.678898156,0.750188172,-0.097774856,0.986199081,0.664829612,0.75304693,-0.093094401,0.9852705,0.67887336,0.768746555,-0.133042246,0.984806836,0.671209157,0.768589079,-0.131980374,0.982031643,0.702491343,0.765519619,-0.051181387,0.99626261,0.649310052,0.775128365,-0.048053257,0.993852079,0.709995806,0.774717033,-0.020015778,0.768569648,0.643636644,0.807539165,-0.054811459,0.713881373,0.677909255,0.790558517,0.030379746,0.61493665,0.645788193,0.814717948,-0.107745871,0.652406275,0.670401216,0.796342552,0.028440151,0.497020185,0.654343307,0.813821137,-0.123290829,0.579020977,0.668460488,0.795590997,0.029833192,0.50800097,0.650816798,0.815384269,-0.130403429,0.59939003,0.669678092,0.795562804,0.03229567,0.487347782,0.649694443,0.814968228,-0.111887947,0.594293058,0.694981217,0.875102103,-0.010427283,0.976334691,0.660282195,0.872942507,0.010554953,0.979279339,0.686979115,0.916853011,0.003285462,0.464145213,0.623140872,0.917432785,0.002134553,0.496729881,0.663335681,0.976761818,0.120837197,0.314450711,0.657191217,0.973079622,0.12522985,0.328071743,0.661597788,0.986783087,0.131563738,0.323541641,0.664621472,0.978897989,0.137509465,0.313442469,0.652160645,0.997167647,0.090388156,0.336792082,0.656278789,0.998503566,0.098198973,0.338164717
Down,0.667738557,0.741912663,-0.24306795,0.98953104,0.669512093,0.73570168,-0.249346852,0.987003326,0.671739876,0.734867513,-0.249358937,0.985310316,0.674576819,0.73380059,-0.249489591,0.988378525,0.664465904,0.73630321,-0.244022891,0.986019909,0.663357735,0.735910714,-0.244015828,0.982025862,0.662052572,0.735272706,-0.24399963,0.986032069,0.67937243,0.72790271,-0.220798627,0.988692582,0.663066566,0.730540216,-0.195134088,0.987926483,0.67588079,0.743522227,-0.227136448,0.987548053,0.669951499,0.743755519,-0.219432265,0.985192001,0.710031867,0.73046118,-0.15490751,0.996939778,0.657395065,0.747440755,-0.141717359,0.994811893,0.755792975,0.731026351,-0.160842508,0.808068633,0.651957989,0.782059312,-0.05181367,0.668357074,0.801036477,0.725739777,-0.186243519,0.672192931,0.662276745,0.807641923,0.028573086,0.609000862,0.815834105,0.725506365,-0.194959179,0.558104515,0.65545243,0.812427044,0.04244544,0.537096262,0.812347114,0.729966998,-0.206914261,0.571289361,0.655340612,0.811863422,0.028840672,0.55786258,0.808539271,0.726298451,-0.193342566,0.557450354,0.657884479,0.811179221,0.026053989,0.560329914,0.70546627,0.814271748,-0.012141824,0.980105162,0.673246861,0.82488066,0.012250931,0.981916845,0.745607376,0.828106284,-0.030293148,0.478555053,0.657114565,0.877845824,-0.022555698,0.507686257,0.784060359,0.8470577,0.021739027,0.319179684,0.67098707,0.914435685,0.060184948,0.305266321,0.788590133,0.851349413,0.026688239,0.323096067,0.675492346,0.914182365,0.068810783,0.285466433,0.799502373,0.852850437,-0.008365821,0.328038186,0.677894592,0.938952923,0.033799134,0.305632263
Down,0.660092056,0.720598102,-0.26279971,0.991350412,0.662666261,0.715763211,-0.274758548,0.989169478,0.664431453,0.715420544,-0.274736643,0.987843692,0.666048884,0.714912772,-0.274824023,0.990275621,0.659075797,0.71433872,-0.264691919,0.988293111,0.658598125,0.713284969,-0.264717281,0.985010743,0.658196092,0.712274671,-0.26470238,0.988223016,0.674198568,0.708402812,-0.27617082,0.99052912,0.66192472,0.707280457,-0.228220955,0.989993453,0.666450202,0.721602499,-0.25796169,0.989435136,0.662763596,0.720178008,-0.244147882,0.987300694,0.710757613,0.70729363,-0.198898897,0.997501135,0.663280606,0.714163482,-0.181282178,0.995762229,0.751178801,0.709731042,-0.178078577,0.838716626,0.671512306,0.727578759,-0.109191373,0.612448275,0.785894573,0.714255333,-0.176809683,0.714827955,0.699243069,0.72490263,-0.065514855,0.557416141,0.797262669,0.711252689,-0.183937177,0.606153786,0.706576347,0.725614488,-0.064242534,0.486467928,0.796964467,0.713177204,-0.197846681,0.62282145,0.70910877,0.722806036,-0.068784758,0.504867256,0.791476309,0.71555078,-0.182971984,0.607967019,0.70715934,0.722759843,-0.065380618,0.506230474,0.711610436,0.757647514,-0.011988048,0.983831108,0.683071733,0.765798092,0.012170725,0.985313475,0.748710811,0.740881503,-0.064193442,0.544589818,0.656258941,0.767143667,-0.080665588,0.563779533,0.800105095,0.746588409,-0.042545307,0.415450633,0.667525709,0.8051669,0.0057175,0.376693964,0.807935238,0.751266956,-0.04189593,0.39816618,0.671002746,0.812781394,0.012433843,0.35572198,0.818494439,0.739025891,-0.087125383,0.423459411,0.650305629,0.828017175,-0.029312044,0.38846004
