class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Down,-0.039310094,0.929673731,-0.262469828,0.988669753,-0.042546891,0.91963464,-0.279352516,0.990856409,-0.040524002,0.91872263,-0.279442489,0.99179703,-0.038535092,0.917813957,-0.279559284,0.991142213,-0.045254849,0.917830586,-0.260193765,0.984745383,-0.045207769,0.916243911,-0.260289818,0.986757934,-0.045178879,0.914590299,-0.260398179,0.988740802,-0.01581323,0.908477902,-0.298078328,0.990049601,-0.031397086,0.901542366,-0.214252904,0.991583943,-0.022333732,0.928815901,-0.262319148,0.98998791,-0.025192505,0.928826451,-0.237984106,0.989701927,0.069656402,0.911598325,-0.283039749,0.996753871,0.018061159,0.881213546,-0.123415641,0.988375962,0.178611875,0.95203495,-0.272953302,0.739904761,0.082329653,0.898669362,0.014655503,0.071702771,0.143095627,1.011128545,-0.269567668,0.728894413,0.061363,0.943377614,0.077955589,0.116874233,0.132469803,1.027575254,-0.302858979,0.722727776,0.04511084,0.945424497,0.083823331,0.159453914,0.111708649,1.016863227,-0.296867818,0.734215915,0.044254553,0.955267966,0.060960274,0.166337878,0.114695393,1.011012197,-0.268865883,0.681259513,0.053341161,0.956286132,0.071142778,0.156963453,0.200342312,0.893546462,-0.068429999,0.997227609,0.169708535,0.890258312,0.068515003,0.981039882,0.259794861,0.903340876,0.155329958,0.77538079,0.23204501,0.906878173,0.297659427,0.204351738,0.315161943,0.899973035,0.382609516,0.857630551,0.282002389,0.904272735,0.535194814,0.336725682,0.326594532,0.887939036,0.404549658,0.80467689,0.295548439,0.894048989,0.562654436,0.393825024,0.320262462,0.941534162,0.38136676,0.747058928,0.285730362,0.931451261,0.576686084,0.405764461
Down,-0.039345156,0.90883857,-0.28503266,0.990511239,-0.038992751,0.900191724,-0.299965084,0.99241066,-0.03490869,0.899125934,-0.2999762,0.993214667,-0.030816725,0.896028996,-0.300078213,0.992671013,-0.042911943,0.892603874,-0.279430211,0.987212718,-0.042920452,0.891527355,-0.279528409,0.98895067,-0.042894416,0.890377522,-0.279589564,0.990618229,-0.009593512,0.878617167,-0.307088584,0.991707027,-0.024705386,0.879948199,-0.218503699,0.993013561,-0.024219381,0.906667113,-0.280896187,0.991582274,-0.027305206,0.905617356,-0.255022794,0.991318524,0.086704507,0.888943791,-0.290101856,0.997116983,0.018481551,0.857858241,-0.123638608,0.988343835,0.176674381,0.945104539,-0.277572572,0.779310882,0.061429258,0.867598474,0.031049345,0.062759109,0.140121713,1.005005002,-0.260910988,0.768050671,0.031806253,0.896919191,0.12541759,0.10542085,0.140357301,1.016286731,-0.293031901,0.761666417,0.015188421,0.892838657,0.132558599,0.152280331,0.121471323,1.007467151,-0.294544607,0.771897674,0.014756149,0.899571896,0.1133653,0.159285292,0.123448156,0.999268353,-0.26267305,0.718894839,0.024511624,0.904639602,0.120910309,0.150423065,0.201214001,0.878492534,-0.068404995,0.997349024,0.17009066,0.858046234,0.068387136,0.980489552,0.2598342,0.896707654,0.160995051,0.798359513,0.231119186,0.8991009,0.294216454,0.19284822,0.317839235,0.895721495,0.37673375,0.874456465,0.279567808,0.898243785,0.526419282,0.331240445,0.330212384,0.884221137,0.39951396,0.823783815,0.295782954,0.883412182,0.553276539,0.392537832,0.32058388,0.942185938,0.374767393,0.757328987,0.27938652,0.933601379,0.564475179,0.392714769
Down,-0.035995215,0.86952877,-0.299195856,0.992011845,-0.032598738,0.857093692,-0.311881512,0.993655801,-0.029022902,0.855545521,-0.311914861,0.994356453,-0.025581116,0.854026437,-0.312018096,0.993910968,-0.037556015,0.857204914,-0.292894185,0.989195347,-0.037886597,0.856232584,-0.292987257,0.990712583,-0.038163107,0.855197012,-0.293059647,0.992135942,-0.006048422,0.84199053,-0.312380135,0.993021905,-0.020055363,0.843553424,-0.230527386,0.994106233,-0.016945047,0.868684173,-0.292965442,0.992814124,-0.023820532,0.870866835,-0.269014835,0.992538869,0.090838231,0.858755112,-0.302346855,0.997374058,0.020227971,0.835054219,-0.138319075,0.988614261,0.175388172,0.936562598,-0.300485462,0.814573228,0.072714783,0.857446969,0.000160313,0.055677932,0.144174263,1.002527118,-0.282924742,0.801115692,0.062291037,0.889274299,0.040905721,0.092974693,0.145003945,1.012457013,-0.318509758,0.793914318,0.051896792,0.886727512,0.043346256,0.139401257,0.123134539,1.003768563,-0.310986191,0.802914143,0.051192008,0.894656599,0.020577332,0.146134868,0.124574125,0.998445332,-0.281703919,0.74972266,0.058053732,0.898011088,0.033599295,0.138513237,0.202020496,0.862717152,-0.06931261,0.997401655,0.171034411,0.843279898,0.069258444,0.979324281,0.259609848,0.890349805,0.170027807,0.815822542,0.227356285,0.891249537,0.303353548,0.183011651,0.317874968,0.896708012,0.394717485,0.888575912,0.277195185,0.893859684,0.53746146,0.321014494,0.33071211,0.885354102,0.416977912,0.838368595,0.291071206,0.883286595,0.564199626,0.383866459,0.319525778,0.943033516,0.385977209,0.768770516,0.275867283,0.935204148,0.572201788,0.376164109
Down,-0.029671496,0.831618309,-0.391125202,0.993723512,-0.026191022,0.816873014,-0.405825049,0.995057642,-0.021262674,0.814423084,-0.405834585,0.995647192,-0.017227819,0.812121749,-0.405932128,0.995339453,-0.033431448,0.82073164,-0.381597906,0.99150002,-0.033825774,0.820881069,-0.381729305,0.992749095,-0.034222487,0.82087487,-0.38183856,0.993926346,0.001007246,0.801782906,-0.402538061,0.994493902,-0.017669767,0.808601022,-0.296186298,0.995299459,-0.003616718,0.831129253,-0.382898629,0.99415046,-0.012123202,0.83294493,-0.352230132,0.993813038,0.103972323,0.829738617,-0.384958059,0.997590721,0.033395909,0.791603565,-0.179585099,0.989332438,0.164107069,0.919170558,-0.41487512,0.858623981,0.093433224,0.822281301,-0.05284306,0.044420686,0.137267873,0.998861611,-0.431589901,0.842137754,0.103621602,0.860292077,-0.028595096,0.073901527,0.132878676,1.011943579,-0.480710417,0.831769407,0.093819462,0.854814351,-0.032285955,0.113979153,0.121361554,1.003454924,-0.470183194,0.838781357,0.097043954,0.864098072,-0.061072629,0.119467571,0.120971449,0.99476248,-0.430393696,0.783651948,0.104073048,0.868836522,-0.038848735,0.114056744,0.208685249,0.844244361,-0.073916987,0.997532845,0.178910509,0.824269295,0.073699348,0.978095531,0.26047641,0.882543981,0.192833781,0.810194194,0.230741158,0.881230295,0.334359974,0.156401947,0.31933108,0.896427631,0.447184533,0.898406029,0.280091226,0.893138766,0.606102765,0.294237167,0.33359915,0.885884285,0.471730679,0.844030917,0.297012419,0.885250151,0.635919511,0.355087399,0.314102143,0.943272412,0.419405699,0.769051373,0.278140992,0.93144846,0.620209038,0.354643941
Up,-0.004272222,0.790472031,-0.424670696,0.996991217,-0.009115231,0.776256025,-0.43835789,0.997556806,-0.005680053,0.773320317,-0.43837887,0.997955084,-0.002130244,0.770099998,-0.438479036,0.997980952,-0.015346146,0.780555904,-0.410914212,0.995815754,-0.016653357,0.780738354,-0.411058098,0.996442258,-0.017979676,0.780961633,-0.411177099,0.997286797,0.014952184,0.75604707,-0.437846005,0.997210026,0.001332893,0.762948096,-0.317070007,0.996639073,0.016699346,0.788517177,-0.417610139,0.995660424,0.010031194,0.793881238,-0.382305145,0.994277298,0.115430161,0.786032796,-0.437151223,0.997505546,0.060277432,0.763480246,-0.194342762,0.99135381,0.129073843,0.892943501,-0.462932378,0.948049366,0.114312731,0.811202228,-0.1266184,0.04000292,0.115021527,0.992594182,-0.463916034,0.931372166,0.139727548,0.84823662,-0.142228916,0.05469453,0.109976135,1.011569381,-0.520244241,0.91237396,0.13377355,0.839864254,-0.152810127,0.083713129,0.096422233,1.004619956,-0.502842247,0.915712118,0.134258002,0.849585712,-0.18540813,0.087205246,0.100083984,0.999597847,-0.460549057,0.861435711,0.140221566,0.85417825,-0.155903131,0.085349359,0.226596355,0.813605487,-0.085875139,0.996012211,0.18839708,0.819856226,0.085531354,0.970859766,0.272863209,0.863879859,0.175801381,0.689480782,0.240467995,0.869210541,0.349430323,0.104099095,0.320389748,0.897460282,0.438474745,0.874499857,0.291398913,0.894160688,0.614120483,0.226824924,0.336756736,0.894654751,0.461394727,0.797386348,0.309338897,0.892417789,0.642363966,0.293447435,0.30287227,0.944520116,0.397455186,0.759219646,0.280329496,0.943639159,0.615004241,0.374373168
Up,-0.005753929,0.791452765,-0.439855099,0.997160733,-0.01031978,0.777388692,-0.452143431,0.997667909,-0.006086308,0.774406135,-0.452142239,0.99805814,-0.002312081,0.770887554,-0.452224076,0.998136699,-0.016991571,0.782448947,-0.426127583,0.996089041,-0.018671336,0.782764494,-0.42626664,0.996621966,-0.02017569,0.783141017,-0.426383466,0.997475624,0.013054754,0.75740236,-0.442471892,0.997288287,-0.010472542,0.764798105,-0.325919151,0.996331632,0.015550342,0.788823664,-0.429034144,0.995246708,0.007469099,0.794733584,-0.395604134,0.993538082,0.115052268,0.787882805,-0.440873861,0.997539639,0.044178825,0.762755811,-0.194808245,0.991548419,0.130293041,0.894296348,-0.467515767,0.955899894,0.118097611,0.795913041,-0.101087041,0.039151993,0.115247123,0.99241358,-0.466191143,0.938534617,0.156138435,0.827073097,-0.107378617,0.052083243,0.110978611,1.01085341,-0.519399107,0.917349517,0.154951423,0.820461869,-0.113456666,0.079535522,0.097983368,1.005298018,-0.504928231,0.920680344,0.156338766,0.829382241,-0.141178086,0.08255922,0.101344831,0.99938792,-0.463244617,0.863994896,0.160714865,0.832741141,-0.11784675,0.080429815,0.22199674,0.811415851,-0.0878703,0.995932221,0.180167437,0.820416451,0.08744669,0.970957756,0.270394713,0.864644408,0.174502045,0.690391183,0.23598133,0.869823396,0.349761069,0.102789447,0.318360388,0.897788882,0.436190426,0.874870658,0.290728033,0.89482975,0.615895271,0.22432898,0.33504197,0.895135283,0.459392786,0.78213191,0.307932943,0.893023372,0.644840658,0.281960905,0.302008212,0.945226967,0.393153369,0.768142343,0.280145496,0.944625497,0.618478656,0.390857249
Up,-0.008094152,0.797930658,-0.427681267,0.997276485,-0.012728617,0.782093465,-0.440275699,0.9977386,-0.008643049,0.779128194,-0.440261036,0.99812603,-0.00511585,0.776038349,-0.440344274,0.998255491,-0.01949236,0.786420047,-0.415141046,0.996236265,-0.020499373,0.786549926,-0.415277004,0.996713161,-0.021395719,0.786756039,-0.415379971,0.997595727,0.010224494,0.761587441,-0.432152063,0.99731338,-0.010075589,0.770641923,-0.320356905,0.996033669,0.014006889,0.79651916,-0.417942852,0.995116293,0.006885365,0.800828338,-0.385639638,0.993198812,0.112243354,0.792185366,-0.431103766,0.997701406,0.043764085,0.764246047,-0.180687457,0.992085159,0.132407784,0.892752528,-0.453150034,0.961786866,0.115228482,0.803252041,-0.076945618,0.039271981,0.116286851,0.98976022,-0.454179913,0.944481313,0.139473155,0.835333705,-0.078694202,0.052840248,0.111747645,1.007236362,-0.504935384,0.922075868,0.137241185,0.827874243,-0.081556559,0.08017464,0.098358944,1.000184536,-0.489599407,0.92547965,0.135146797,0.837841153,-0.112190478,0.083200812,0.102068774,0.993075311,-0.450484306,0.868259072,0.139705449,0.842292786,-0.090038739,0.080955394,0.220432594,0.813542068,-0.087474935,0.995973051,0.178796723,0.824844897,0.087075278,0.971535921,0.268620074,0.864937484,0.167592064,0.689353406,0.232761413,0.869991243,0.341289431,0.097733162,0.318423271,0.898088276,0.419433028,0.873613,0.288547814,0.896229327,0.602796733,0.215869442,0.334461004,0.895067692,0.441637486,0.771000803,0.305118978,0.893761754,0.630414367,0.271623373,0.302367479,0.944888949,0.377122402,0.774225235,0.27776593,0.944221318,0.606343865,0.400684655
Up,-0.017892128,0.809215426,-0.409105927,0.997497618,-0.022356812,0.791573405,-0.418526143,0.997918308,-0.018386921,0.788080394,-0.418521136,0.998272896,-0.014300099,0.784414232,-0.418619573,0.998423755,-0.028376283,0.797731578,-0.394235343,0.996568441,-0.029074728,0.798590362,-0.394345015,0.996988058,-0.029358774,0.79956764,-0.394444168,0.997812033,0.003529905,0.774465501,-0.408486277,0.99746877,-0.016012041,0.788900256,-0.300656021,0.996150255,0.004330886,0.810601592,-0.399672508,0.995432138,-0.002993658,0.816263318,-0.368594378,0.993625343,0.096211851,0.805431545,-0.412118882,0.997946918,0.040947903,0.779632986,-0.166588381,0.992951214,0.141225412,0.888965905,-0.435679108,0.96558392,0.110741816,0.831983149,-0.057286818,0.04110761,0.138145477,0.976790071,-0.446035683,0.947212636,0.143086433,0.874104977,-0.060768865,0.056240525,0.132786334,0.994803488,-0.494204223,0.922635198,0.141185239,0.872452438,-0.062745325,0.083270289,0.121696338,0.991484702,-0.479796022,0.926427245,0.141483471,0.880785167,-0.093382604,0.0866445,0.125884876,0.984265983,-0.442354113,0.867470384,0.145464584,0.881745219,-0.072681837,0.08516264,0.218581542,0.823498547,-0.088086717,0.996382713,0.179483891,0.832711101,0.087683968,0.974811316,0.268083006,0.86596173,0.164947078,0.703107178,0.231567457,0.872047246,0.341747731,0.094938695,0.318974584,0.896573365,0.416558415,0.877357185,0.28639254,0.895748615,0.607402146,0.210512489,0.334325045,0.892563641,0.439137518,0.772891819,0.302522749,0.89281708,0.634501815,0.265889049,0.308428675,0.943538547,0.376477301,0.786887586,0.278538078,0.943115652,0.61186564,0.410369664
Up,-0.022918565,0.836690962,-0.321618944,0.997362614,-0.028545441,0.82431215,-0.337870121,0.997846603,-0.025995877,0.821116924,-0.337888986,0.998194277,-0.023792876,0.818512261,-0.337967157,0.998403788,-0.031564143,0.827220798,-0.310583591,0.996469736,-0.031366568,0.827154517,-0.310663462,0.996882677,-0.031234998,0.827064157,-0.310760438,0.99773562,-0.009209988,0.804909885,-0.358504564,0.997381866,-0.018139506,0.81253916,-0.237828285,0.99605602,-0.003651822,0.834148884,-0.323573828,0.995681167,-0.006798801,0.836585701,-0.288689107,0.993903458,0.072952785,0.822080433,-0.38096872,0.998254359,0.032844074,0.795553982,-0.1105287,0.99379164,0.143217072,0.888738275,-0.404745996,0.967088819,0.096419252,0.833698571,0.023510586,0.04236643,0.148364052,0.975447774,-0.405796796,0.950662792,0.112856746,0.876157463,0.065762386,0.061450142,0.145766586,0.992024422,-0.455184937,0.926053345,0.108680233,0.87531364,0.07164254,0.088431314,0.135379359,0.988944352,-0.442548484,0.929952025,0.106661066,0.883122444,0.039931931,0.092810743,0.135534197,0.98248148,-0.402612746,0.87203759,0.110713974,0.883633494,0.054345954,0.09246809,0.210326448,0.838008106,-0.093844883,0.996794939,0.182257399,0.839230657,0.09359958,0.977888167,0.263770878,0.873016775,0.162971988,0.73184979,0.230930701,0.877503753,0.354145855,0.103958942,0.31948638,0.895203948,0.422233313,0.882054865,0.285989493,0.895923793,0.629216015,0.215746775,0.333787918,0.888532639,0.443990856,0.77876097,0.301936001,0.891355693,0.65758884,0.275778055,0.313159317,0.942891181,0.394873649,0.806201756,0.281016141,0.942842364,0.643343747,0.440388173
Up,0.02739495,0.842649937,-0.296643645,0.991312385,0.020035269,0.825935364,-0.301945984,0.994433224,0.02510264,0.819943905,-0.301925749,0.994122803,0.031605806,0.815493524,-0.301978767,0.995830238,0.009024614,0.836916447,-0.288843006,0.987519145,0.004922732,0.838292241,-0.288977534,0.985268712,0.007530916,0.839934766,-0.289090425,0.989418685,0.041875418,0.803754926,-0.279656708,0.991914928,0.024491649,0.834126472,-0.222120896,0.983287573,0.049776752,0.833491147,-0.281912595,0.990467608,0.038316298,0.846757412,-0.265990317,0.984308779,0.13036719,0.812842429,-0.278822631,0.993940353,0.056500446,0.832159936,-0.124188617,0.981811285,0.210885599,0.874296188,-0.279243976,0.806942642,0.113051236,0.854154229,-0.034375865,0.063067988,0.214023471,0.937007308,-0.240085512,0.634782732,0.127001554,0.882572472,-0.017932717,0.10256318,0.217460588,0.951019764,-0.25425598,0.560307503,0.127088234,0.888416946,-0.009800143,0.124830134,0.205168724,0.946827888,-0.249899745,0.582215488,0.126073018,0.891544044,-0.022112086,0.136972621,0.20258975,0.941301703,-0.237656564,0.538910508,0.130621672,0.889992416,-0.020101765,0.141780064,0.228227645,0.836074293,-0.049247742,0.984457016,0.18445681,0.850307286,0.049056519,0.950993001,0.256190926,0.903461277,0.014291434,0.574846447,0.214158759,0.924838185,0.100925133,0.187474936,0.284127444,0.953025877,0.129094049,0.478599966,0.258784562,0.95400852,0.206633821,0.168429434,0.292491257,0.955386102,0.1396088,0.435353398,0.272279203,0.953079998,0.218545094,0.235854998,0.274841636,0.999001682,0.123414651,0.477722287,0.261372477,0.989860713,0.224882737,0.259393156
Up,0.003151214,0.852930248,-0.39185378,0.995258927,0.002044752,0.834401667,-0.391375124,0.996031582,0.005170398,0.830410063,-0.391404688,0.995504677,0.011095846,0.823475301,-0.391499966,0.997008264,-0.00843273,0.843791902,-0.377324849,0.993283808,-0.001391192,0.846733987,-0.3774257,0.991612256,-0.007579435,0.850111663,-0.377540767,0.994054079,0.031578097,0.80989027,-0.353170693,0.993811786,0.011956355,0.844418406,-0.294510096,0.988627017,0.026500165,0.846378148,-0.373908281,0.993146479,0.018877497,0.855530381,-0.356691897,0.989478469,0.129638702,0.835155964,-0.345152199,0.99095577,0.055841066,0.825782478,-0.178639039,0.985733986,0.196850866,0.925107062,-0.357159644,0.873981833,0.113080226,0.842217386,-0.029189155,0.08272177,0.234533861,0.991580307,-0.358786166,0.76082617,0.128532678,0.875398636,0.016081018,0.139098346,0.247355074,1.001868129,-0.395114332,0.699680984,0.123720415,0.877726614,0.020039136,0.159996063,0.237775788,1.00150001,-0.39668107,0.715389907,0.124367528,0.888019741,-0.006431951,0.171174124,0.231695622,0.997082114,-0.361504793,0.670542061,0.132090911,0.88719368,0.006895137,0.180800036,0.214269206,0.849002361,-0.05027945,0.986272573,0.185138211,0.849841535,0.050308287,0.966285229,0.254466236,0.907907605,0.149409786,0.559704006,0.218799204,0.928446352,0.221679643,0.292501926,0.26878801,0.938208222,0.348682344,0.447228551,0.256072313,0.94875586,0.418498576,0.239484578,0.277895838,0.934587061,0.366716832,0.388039827,0.267901927,0.944896281,0.439178199,0.287744761,0.254060358,0.970713675,0.349944174,0.444613427,0.258617312,0.979312479,0.43680191,0.312358439
Up,0.023721334,0.879562974,-0.388955176,0.995957494,0.002259925,0.871465504,-0.390082061,0.996644795,0.007614422,0.865538716,-0.390096992,0.996189237,0.010613436,0.861109674,-0.390175968,0.997480929,-0.002697107,0.877757847,-0.380399644,0.994294047,-0.002301079,0.880679786,-0.380506665,0.99280417,-0.004530563,0.881322086,-0.380639642,0.994963169,0.028287036,0.840607345,-0.350166649,0.99476707,0.014519947,0.866755903,-0.315986544,0.99036777,0.042009987,0.870216191,-0.369049072,0.993978083,0.036670242,0.879575372,-0.358757079,0.990857124,0.129196778,0.8576805,-0.332884312,0.991699576,0.056649584,0.824750781,-0.202982187,0.985742867,0.218585625,0.947717726,-0.347930372,0.894002736,0.116991341,0.8197245,-0.064143665,0.070573196,0.258752853,1.034503102,-0.349498004,0.802731454,0.106300361,0.865034282,-0.001130377,0.127720311,0.270428509,1.049125314,-0.392562628,0.74899298,0.094038829,0.865646899,-0.005041271,0.150902107,0.257988453,1.051871181,-0.389326543,0.762841165,0.091868713,0.882936954,-0.031292535,0.162276924,0.250885725,1.04436326,-0.350664377,0.72210294,0.101686969,0.882965565,-0.011352991,0.169275492,0.216585115,0.862367749,-0.04501852,0.987538338,0.186095566,0.850450933,0.044880964,0.962715447,0.254897982,0.907700658,0.181637734,0.507543802,0.22503157,0.911625326,0.248031095,0.247358963,0.27588746,0.913599789,0.403686702,0.466978133,0.254224896,0.918500841,0.462583512,0.209146336,0.285063177,0.906003177,0.424122006,0.423709929,0.262356579,0.912315488,0.486447126,0.255088598,0.26560396,0.943264484,0.408550233,0.450435936,0.253222883,0.950953841,0.482754171,0.281115621
Down,0.02597269,0.938021958,-0.237034947,0.981116354,0.013657281,0.930023253,-0.245773077,0.987941504,0.013285837,0.927098095,-0.245823979,0.987140357,0.013008831,0.924197793,-0.245944008,0.991231203,0.011015483,0.934636593,-0.23409234,0.972250164,0.009751366,0.935744345,-0.2341194,0.96301502,0.008775563,0.93682766,-0.234234795,0.974893689,0.012732729,0.912062824,-0.245701805,0.98675245,0.009630055,0.929167449,-0.197322994,0.969460607,0.030891689,0.933120728,-0.231679097,0.982029378,0.032985274,0.937912405,-0.21778658,0.972064197,0.085300148,0.898734689,-0.242214516,0.991613567,0.03095085,0.909874141,-0.126250178,0.973354697,0.161406428,0.913779259,-0.246691257,0.841592669,0.038476162,0.91948843,-0.029307628,0.054251585,0.217725962,0.943113387,-0.240633324,0.728888094,0.040078931,0.931766629,0.03491094,0.102394789,0.240457296,0.941264153,-0.264363438,0.678224742,0.035322297,0.932005346,0.039232831,0.12709026,0.235318974,0.949792922,-0.272122234,0.703334689,0.038520094,0.935085773,0.024015179,0.139098465,0.226125762,0.951196313,-0.244226366,0.658814549,0.044291914,0.934682965,0.030023644,0.143045217,0.197501317,0.903820574,-0.048409995,0.984345734,0.166208342,0.911681652,0.048402291,0.943570912,0.240725368,0.920926273,0.140565485,0.400734812,0.224670783,0.931157112,0.224018067,0.171928301,0.275168598,0.91505307,0.337854832,0.434312075,0.262995332,0.916259825,0.419210881,0.153865084,0.280760676,0.907094419,0.354864866,0.45810914,0.267410189,0.904581547,0.437284529,0.207324699,0.290473402,0.936822891,0.345192283,0.437690705,0.284899205,0.93886143,0.414634705,0.233935997
Up,0.003586145,0.872463822,-0.400203317,0.983878016,-0.009041548,0.859250247,-0.408469766,0.989658415,-0.009968126,0.856286883,-0.408487231,0.989310563,-0.003492352,0.853673398,-0.408597648,0.992658198,-0.013967307,0.867476404,-0.39503938,0.976122975,-0.005569353,0.863234699,-0.395159036,0.968943655,-0.00696379,0.863761246,-0.395329267,0.978693247,0.010515091,0.835871875,-0.379950583,0.988628924,0.003364579,0.854908884,-0.327650636,0.971743047,0.022670399,0.869141042,-0.383473665,0.983048856,0.01484728,0.875871539,-0.36746332,0.973694205,0.1094677,0.853394091,-0.370305955,0.993374407,0.036235396,0.838155329,-0.206733331,0.977005839,0.197236612,0.936625957,-0.37960431,0.830236077,0.07097438,0.845753551,-0.048837285,0.057420619,0.259288579,1.002661467,-0.378826231,0.746461511,0.048741192,0.877315044,-0.004769228,0.131300047,0.276711494,1.008804917,-0.416928381,0.68895787,0.033402,0.876496255,-0.007043368,0.163201481,0.266585767,1.012746692,-0.42154482,0.718193412,0.030392727,0.889024198,-0.031241912,0.1795789,0.257317692,1.009876013,-0.3821868,0.656762064,0.040871825,0.8901245,-0.013568952,0.173756182,0.221297994,0.871172369,-0.061519306,0.983746588,0.18990244,0.86803627,0.061278302,0.934772491,0.246477813,0.914095938,0.236597568,0.31753394,0.220449284,0.923359752,0.336565465,0.116277806,0.277135283,0.936252415,0.515609264,0.376995981,0.259292901,0.934914291,0.627232432,0.106977336,0.28609544,0.93455565,0.542924941,0.414991915,0.268533379,0.93271333,0.659146309,0.156099841,0.265184104,0.963514209,0.515856683,0.398371667,0.261358798,0.967809975,0.624144018,0.179461315
Up,0.014402014,0.83534497,-0.392375082,0.990865052,0.013004052,0.817623556,-0.392772645,0.993452966,0.020730292,0.81527704,-0.392823458,0.993061185,0.024378294,0.806241393,-0.392926842,0.995272219,-0.009226299,0.821635067,-0.382664293,0.986556232,-0.010615681,0.822993875,-0.382793009,0.982978046,-0.014099582,0.823133647,-0.382967561,0.988972723,0.034827579,0.796762645,-0.34733659,0.990672529,0.013351686,0.819135666,-0.307478756,0.983040631,0.032940283,0.835120142,-0.370738328,0.98763299,0.020106526,0.842825413,-0.359564394,0.984362602,0.122435443,0.83918947,-0.335191667,0.992253304,0.045112196,0.81156826,-0.192750543,0.984265327,0.190322265,0.943121016,-0.346672267,0.905165851,0.091976844,0.819164336,-0.08889357,0.043614518,0.224555627,1.012341499,-0.344464242,0.856674731,0.089543737,0.847767413,-0.049447406,0.101640247,0.23529461,1.023756742,-0.381560296,0.797831178,0.078917071,0.84678489,-0.048844963,0.132552743,0.223784611,1.020841241,-0.382122546,0.822147071,0.079532899,0.858460903,-0.086392678,0.146563947,0.217542395,1.015410781,-0.347044051,0.756071568,0.088053219,0.860029519,-0.062272251,0.140687481,0.22119461,0.852059543,-0.050597779,0.983161747,0.186799616,0.845564663,0.05044692,0.935562372,0.252378523,0.900473237,0.179664508,0.373859346,0.22334972,0.921826243,0.240273133,0.104398988,0.281352818,0.92512995,0.39458245,0.46231845,0.252020478,0.946547866,0.455142736,0.114855394,0.287768513,0.920299709,0.414613962,0.464930296,0.256637961,0.945288599,0.478149414,0.147110358,0.278257698,0.954363465,0.382677615,0.498896658,0.257779539,0.974879801,0.462226957,0.228716418
Up,0.017353544,0.846818447,-0.409175694,0.987733543,0.014844773,0.834585369,-0.403535336,0.990839243,0.01883645,0.830912411,-0.403626531,0.989613295,0.023399958,0.826234162,-0.403800547,0.993187368,0.006681263,0.840972483,-0.402001321,0.983059525,0.004199369,0.843250215,-0.402076036,0.976888418,0.001539888,0.845238745,-0.402215421,0.985309124,0.025399104,0.817035735,-0.340941429,0.986607432,0.013717477,0.841864109,-0.336267084,0.97593075,0.03588853,0.841904938,-0.380935043,0.978775144,0.026114678,0.854186833,-0.379182667,0.973514497,0.104808606,0.853841901,-0.343099773,0.990371823,0.044382636,0.81192714,-0.214380831,0.978678703,0.19608365,0.937435627,-0.3484644,0.881418645,0.074008904,0.806225896,-0.05641279,0.042115297,0.254312128,1.001273751,-0.344969183,0.832592547,0.045273747,0.829741538,0.030463958,0.102396302,0.274799645,1.010321617,-0.377424181,0.775959611,0.034117471,0.827273309,0.039178152,0.139518127,0.266711324,1.013958812,-0.380916923,0.800744295,0.031829994,0.842137933,0.014803641,0.152590483,0.257210046,1.009052038,-0.3476035,0.733640313,0.040890213,0.843767226,0.023874011,0.145060897,0.214916497,0.861390769,-0.045710087,0.981562793,0.184821993,0.844603062,0.045726057,0.9341048,0.247954458,0.916571021,0.126174673,0.34395808,0.223230228,0.918647707,0.230058193,0.100798212,0.277173817,0.918594241,0.362989247,0.419927001,0.253190786,0.926562428,0.440100729,0.104170822,0.28764829,0.91165626,0.384417266,0.434702843,0.260031372,0.922450483,0.463398874,0.136976212,0.264082342,0.93947655,0.358032614,0.448632628,0.256765217,0.948182881,0.462829888,0.201379329
